return_id,order_id,return_date,reason,refund_amount,category_primary,ship_region,processed
RET-0001238,ORD-0007038,2023-07-11,damaged,105.33,Books,Europe,true
RET-0001239,ORD-0007044,2023-12-30,wrong_item,434.41,Health & Wellness,LATAM,true
RET-0001240,ORD-0007049,2024-05-24,arrived_late,1510.19,Fashion,LATAM,true
RET-0001241,ORD-0007071,2022-12-18,changed_mind,138.31,Books,North America,true
RET-0001242,ORD-0007075,2025-01-25,wrong_item,636.92,Toys & Games,LATAM,true
RET-0001243,ORD-0007076,2023-12-30,not_as_described,3619.75,Sports & Outdoors,North America,true
RET-0001244,ORD-0007080,2024-03-05,damaged,108.49,Beauty & Personal Care,North America,true
RET-0001245,ORD-0007088,2025-08-11,color_different,934.34,Fashion,North America,true
RET-0001246,ORD-0007094,2024-12-22,changed_mind,2657.13,Books,North America,true
RET-0001247,ORD-0007095,2022-07-22,quality_issue,894.27,Automotive Parts,Europe,true
RET-0001248,ORD-0007107,2023-08-05,damaged,662.21,Books,LATAM,true
RET-0001249,ORD-0007108,2025-07-14,wrong_item,843.28,Home & Kitchen,APAC,true
RET-0001250,ORD-0007115,2024-08-26,color_different,3183.65,Fashion,LATAM,true
RET-0001251,ORD-0007116,2024-12-24,not_as_described,707.57,Health & Wellness,Europe,true
RET-0001252,ORD-0007118,2022-05-05,changed_mind,118.76,Books,Europe,true
RET-0001253,ORD-0007129,2023-07-31,not_as_described,630.10,Electronics,North America,true
RET-0001254,ORD-0007131,2025-04-05,quality_issue,516.19,Fashion,Europe,true
RET-0001255,ORD-0007133,2024-07-23,size_mismatch,400.41,Fashion,Europe,true
RET-0001256,ORD-0007140,2026-01-03,arrived_late,133.58,Toys & Games,LATAM,true
RET-0001257,ORD-0007145,2025-12-15,damaged,439.98,Toys & Games,North America,true
RET-0001258,ORD-0007149,2024-12-19,size_mismatch,55.01,Fashion,North America,true
RET-0001259,ORD-0007150,2025-02-16,quality_issue,876.42,Sports & Outdoors,LATAM,true
RET-0001260,ORD-0007153,2026-02-04,not_as_described,810.86,Automotive Parts,LATAM,false
RET-0001261,ORD-0007154,2025-12-24,not_as_described,142.95,Health & Wellness,North America,true
RET-0001262,ORD-0007158,2025-04-22,not_as_described,110.94,Health & Wellness,Europe,true
RET-0001263,ORD-0007163,2025-12-10,not_as_described,327.68,Health & Wellness,Europe,false
RET-0001264,ORD-0007170,2023-12-31,quality_issue,312.06,Fashion,North America,true
RET-0001265,ORD-0007176,2026-01-11,quality_issue,2015.50,Sports & Outdoors,Europe,true
RET-0001266,ORD-0007177,2024-12-16,not_as_described,2710.72,Toys & Games,LATAM,false
RET-0001267,ORD-0007182,2025-12-23,quality_issue,215.42,Fashion,North America,false
RET-0001268,ORD-0007185,2024-07-11,damaged,214.05,Beauty & Personal Care,Europe,true
RET-0001269,ORD-0007186,2022-06-30,changed_mind,833.60,Beauty & Personal Care,North America,true
RET-0001270,ORD-0007188,2023-12-15,quality_issue,886.24,Health & Wellness,Europe,true
RET-0001271,ORD-0007193,2026-02-21,defective,595.00,Electronics,LATAM,false
RET-0001272,ORD-0007194,2025-11-19,wrong_item,986.44,Health & Wellness,APAC,true
RET-0001273,ORD-0007195,2025-01-23,wrong_item,1444.13,Books,LATAM,false
RET-0001274,ORD-0007205,2023-04-26,not_as_described,2077.14,Electronics,North America,true
RET-0001275,ORD-0007207,2024-12-09,changed_mind,4570.21,Sports & Outdoors,North America,true
RET-0001276,ORD-0007212,2022-11-08,changed_mind,393.31,Fashion,North America,true
RET-0001277,ORD-0007219,2025-01-08,quality_issue,686.30,Automotive Parts,LATAM,true
RET-0001278,ORD-0007220,2025-12-31,wrong_item,1252.77,Home & Kitchen,Europe,true
RET-0001279,ORD-0007226,2025-08-12,wrong_item,4043.11,Automotive Parts,North America,true
RET-0001280,ORD-0007231,2024-10-19,not_as_described,3225.87,Sports & Outdoors,LATAM,true
RET-0001281,ORD-0007235,2025-02-05,changed_mind,163.94,Books,LATAM,true
RET-0001282,ORD-0007249,2023-04-23,arrived_late,806.06,Fashion,North America,true
RET-0001283,ORD-0007253,2025-06-16,quality_issue,1345.29,Electronics,North America,true
RET-0001284,ORD-0007259,2022-01-26,quality_issue,609.07,Home & Kitchen,North America,true
RET-0001285,ORD-0007277,2025-01-06,size_mismatch,438.94,Fashion,North America,true
RET-0001286,ORD-0007281,2024-12-24,not_as_described,95.89,Health & Wellness,LATAM,true
RET-0001287,ORD-0007285,2022-06-26,not_as_described,1044.49,Sports & Outdoors,APAC,true
RET-0001288,ORD-0007291,2025-06-11,not_as_described,3403.54,Health & Wellness,North America,true
RET-0001289,ORD-0007310,2026-03-22,wrong_item,42.33,Health & Wellness,North America,false
RET-0001290,ORD-0007311,2025-11-25,changed_mind,800.23,Automotive Parts,North America,true
RET-0001291,ORD-0007322,2024-05-24,wrong_item,1538.78,Home & Kitchen,Europe,true
RET-0001292,ORD-0007329,2024-03-28,changed_mind,67.43,Books,LATAM,true
RET-0001293,ORD-0007330,2025-07-14,not_as_described,683.06,Home & Kitchen,Europe,true
RET-0001294,ORD-0007339,2024-07-17,wrong_item,3554.07,Health & Wellness,North America,true
RET-0001295,ORD-0007340,2026-03-23,quality_issue,3331.33,Automotive Parts,APAC,true
RET-0001296,ORD-0007341,2025-12-21,wrong_item,2088.79,Automotive Parts,North America,false
RET-0001297,ORD-0007343,2024-01-20,color_different,494.81,Fashion,North America,true
RET-0001298,ORD-0007347,2025-12-29,quality_issue,209.70,Sports & Outdoors,Europe,true
RET-0001299,ORD-0007357,2025-05-08,damaged,292.01,Health & Wellness,North America,true
RET-0001300,ORD-0007358,2025-03-09,color_different,1190.28,Fashion,LATAM,true
RET-0001301,ORD-0007359,2024-02-07,not_as_described,111.24,Toys & Games,North America,true
RET-0001302,ORD-0007360,2023-01-26,damaged,5016.70,Sports & Outdoors,LATAM,true
RET-0001303,ORD-0007361,2023-01-09,color_different,598.93,Fashion,LATAM,true
RET-0001304,ORD-0007368,2025-12-15,quality_issue,1658.70,Automotive Parts,LATAM,true
RET-0001305,ORD-0007370,2023-11-07,quality_issue,2464.36,Electronics,Europe,true
RET-0001306,ORD-0007375,2023-12-28,damaged,356.65,Toys & Games,LATAM,false
RET-0001307,ORD-0007377,2024-07-08,damaged,127.59,Beauty & Personal Care,North America,true
RET-0001308,ORD-0007384,2025-05-15,arrived_late,115.64,Beauty & Personal Care,LATAM,false
RET-0001309,ORD-0007391,2025-03-23,changed_mind,1365.84,Sports & Outdoors,North America,true
RET-0001310,ORD-0007399,2024-12-19,not_as_described,42.39,Toys & Games,LATAM,false
RET-0001311,ORD-0007402,2024-10-04,damaged,3006.26,Toys & Games,North America,false
RET-0001312,ORD-0007403,2023-12-22,arrived_late,762.50,Sports & Outdoors,North America,true
RET-0001313,ORD-0007414,2025-07-28,quality_issue,1827.70,Automotive Parts,North America,true
RET-0001314,ORD-0007418,2023-09-20,changed_mind,287.76,Fashion,North America,true
RET-0001315,ORD-0007434,2024-03-06,changed_mind,1080.30,Automotive Parts,Europe,true
RET-0001316,ORD-0007436,2024-12-31,defective,1492.11,Electronics,North America,true
RET-0001317,ORD-0007438,2024-02-24,quality_issue,1534.81,Electronics,North America,true
RET-0001318,ORD-0007445,2022-09-08,damaged,1631.17,Sports & Outdoors,Europe,true
RET-0001319,ORD-0007446,2025-03-11,arrived_late,315.28,Fashion,APAC,true
RET-0001320,ORD-0007466,2024-11-21,damaged,179.89,Toys & Games,LATAM,false
RET-0001321,ORD-0007470,2024-04-24,not_as_described,204.74,Toys & Games,North America,true
RET-0001322,ORD-0007473,2026-02-21,quality_issue,1471.51,Automotive Parts,APAC,true
RET-0001323,ORD-0007488,2023-03-30,damaged,322.60,Toys & Games,LATAM,true
RET-0001324,ORD-0007491,2026-05-02,wrong_item,641.92,Sports & Outdoors,North America,false
RET-0001325,ORD-0007492,2024-05-20,damaged,485.08,Health & Wellness,North America,true
RET-0001326,ORD-0007500,2022-11-06,not_as_described,80.08,Beauty & Personal Care,North America,true
